STATISTIC,Statistic Label,TLIST(A1),Year,C01885V02316,Month of Year,UNIT,VALUE
ROA17C1,Fatal Collisions,2005,2005,-,All months,Number,360.0
ROA17C1,Fatal Collisions,2005,2005,01,January,Number,31.0
ROA17C1,Fatal Collisions,2005,2005,02,February,Number,34.0
ROA17C1,Fatal Collisions,2005,2005,03,March,Number,23.0
ROA17C1,Fatal Collisions,2005,2005,04,April,Number,20.0
ROA17C1,Fatal Collisions,2005,2005,05,May,Number,36.0
ROA17C1,Fatal Collisions,2005,2005,06,June,Number,20.0
ROA17C1,Fatal Collisions,2005,2005,07,July,Number,38.0
ROA17C1,Fatal Collisions,2005,2005,08,August,Number,23.0
ROA17C1,Fatal Collisions,2005,2005,09,September,Number,29.0
ROA17C1,Fatal Collisions,2005,2005,10,October,Number,38.0
ROA17C1,Fatal Collisions,2005,2005,11,November,Number,31.0
ROA17C1,Fatal Collisions,2005,2005,12,December,Number,37.0
ROA17C1,Fatal Collisions,2006,2006,-,All months,Number,321.0
ROA17C1,Fatal Collisions,2006,2006,01,January,Number,34.0
ROA17C1,Fatal Collisions,2006,2006,02,February,Number,26.0
ROA17C1,Fatal Collisions,2006,2006,03,March,Number,25.0
ROA17C1,Fatal Collisions,2006,2006,04,April,Number,29.0
ROA17C1,Fatal Collisions,2006,2006,05,May,Number,25.0
ROA17C1,Fatal Collisions,2006,2006,06,June,Number,31.0
ROA17C1,Fatal Collisions,2006,2006,07,July,Number,33.0
ROA17C1,Fatal Collisions,2006,2006,08,August,Number,17.0
ROA17C1,Fatal Collisions,2006,2006,09,September,Number,21.0
ROA17C1,Fatal Collisions,2006,2006,10,October,Number,25.0
ROA17C1,Fatal Collisions,2006,2006,11,November,Number,24.0
ROA17C1,Fatal Collisions,2006,2006,12,December,Number,31.0
ROA17C1,Fatal Collisions,2007,2007,-,All months,Number,309.0
ROA17C1,Fatal Collisions,2007,2007,01,January,Number,21.0
ROA17C1,Fatal Collisions,2007,2007,02,February,Number,24.0
ROA17C1,Fatal Collisions,2007,2007,03,March,Number,32.0
ROA17C1,Fatal Collisions,2007,2007,04,April,Number,25.0
ROA17C1,Fatal Collisions,2007,2007,05,May,Number,19.0
ROA17C1,Fatal Collisions,2007,2007,06,June,Number,28.0
ROA17C1,Fatal Collisions,2007,2007,07,July,Number,30.0
ROA17C1,Fatal Collisions,2007,2007,08,August,Number,24.0
ROA17C1,Fatal Collisions,2007,2007,09,September,Number,26.0
ROA17C1,Fatal Collisions,2007,2007,10,October,Number,24.0
ROA17C1,Fatal Collisions,2007,2007,11,November,Number,20.0
ROA17C1,Fatal Collisions,2007,2007,12,December,Number,36.0
ROA17C1,Fatal Collisions,2008,2008,-,All months,Number,254.0
ROA17C1,Fatal Collisions,2008,2008,01,January,Number,25.0
ROA17C1,Fatal Collisions,2008,2008,02,February,Number,27.0
ROA17C1,Fatal Collisions,2008,2008,03,March,Number,18.0
ROA17C1,Fatal Collisions,2008,2008,04,April,Number,19.0
ROA17C1,Fatal Collisions,2008,2008,05,May,Number,16.0
ROA17C1,Fatal Collisions,2008,2008,06,June,Number,23.0
ROA17C1,Fatal Collisions,2008,2008,07,July,Number,24.0
ROA17C1,Fatal Collisions,2008,2008,08,August,Number,25.0
ROA17C1,Fatal Collisions,2008,2008,09,September,Number,19.0
ROA17C1,Fatal Collisions,2008,2008,10,October,Number,21.0
ROA17C1,Fatal Collisions,2008,2008,11,November,Number,20.0
ROA17C1,Fatal Collisions,2008,2008,12,December,Number,17.0
ROA17C1,Fatal Collisions,2009,2009,-,All months,Number,220.0
ROA17C1,Fatal Collisions,2009,2009,01,January,Number,17.0
ROA17C1,Fatal Collisions,2009,2009,02,February,Number,12.0
ROA17C1,Fatal Collisions,2009,2009,03,March,Number,22.0
ROA17C1,Fatal Collisions,2009,2009,04,April,Number,19.0
ROA17C1,Fatal Collisions,2009,2009,05,May,Number,25.0
ROA17C1,Fatal Collisions,2009,2009,06,June,Number,15.0
ROA17C1,Fatal Collisions,2009,2009,07,July,Number,17.0
ROA17C1,Fatal Collisions,2009,2009,08,August,Number,19.0
ROA17C1,Fatal Collisions,2009,2009,09,September,Number,14.0
ROA17C1,Fatal Collisions,2009,2009,10,October,Number,21.0
ROA17C1,Fatal Collisions,2009,2009,11,November,Number,21.0
ROA17C1,Fatal Collisions,2009,2009,12,December,Number,18.0
ROA17C1,Fatal Collisions,2010,2010,-,All months,Number,185.0
ROA17C1,Fatal Collisions,2010,2010,01,January,Number,14.0
ROA17C1,Fatal Collisions,2010,2010,02,February,Number,14.0
ROA17C1,Fatal Collisions,2010,2010,03,March,Number,12.0
ROA17C1,Fatal Collisions,2010,2010,04,April,Number,17.0
ROA17C1,Fatal Collisions,2010,2010,05,May,Number,25.0
ROA17C1,Fatal Collisions,2010,2010,06,June,Number,11.0
ROA17C1,Fatal Collisions,2010,2010,07,July,Number,13.0
ROA17C1,Fatal Collisions,2010,2010,08,August,Number,15.0
ROA17C1,Fatal Collisions,2010,2010,09,September,Number,11.0
ROA17C1,Fatal Collisions,2010,2010,10,October,Number,34.0
ROA17C1,Fatal Collisions,2010,2010,11,November,Number,13.0
ROA17C1,Fatal Collisions,2010,2010,12,December,Number,6.0
ROA17C1,Fatal Collisions,2011,2011,-,All months,Number,172.0
ROA17C1,Fatal Collisions,2011,2011,01,January,Number,16.0
ROA17C1,Fatal Collisions,2011,2011,02,February,Number,18.0
ROA17C1,Fatal Collisions,2011,2011,03,March,Number,14.0
ROA17C1,Fatal Collisions,2011,2011,04,April,Number,8.0
ROA17C1,Fatal Collisions,2011,2011,05,May,Number,10.0
ROA17C1,Fatal Collisions,2011,2011,06,June,Number,14.0
ROA17C1,Fatal Collisions,2011,2011,07,July,Number,17.0
ROA17C1,Fatal Collisions,2011,2011,08,August,Number,14.0
ROA17C1,Fatal Collisions,2011,2011,09,September,Number,13.0
ROA17C1,Fatal Collisions,2011,2011,10,October,Number,14.0
ROA17C1,Fatal Collisions,2011,2011,11,November,Number,18.0
ROA17C1,Fatal Collisions,2011,2011,12,December,Number,16.0
ROA17C1,Fatal Collisions,2012,2012,-,All months,Number,152.0
ROA17C1,Fatal Collisions,2012,2012,01,January,Number,10.0
ROA17C1,Fatal Collisions,2012,2012,02,February,Number,13.0
ROA17C1,Fatal Collisions,2012,2012,03,March,Number,11.0
ROA17C1,Fatal Collisions,2012,2012,04,April,Number,16.0
ROA17C1,Fatal Collisions,2012,2012,05,May,Number,12.0
ROA17C1,Fatal Collisions,2012,2012,06,June,Number,24.0
ROA17C1,Fatal Collisions,2012,2012,07,July,Number,15.0
ROA17C1,Fatal Collisions,2012,2012,08,August,Number,8.0
ROA17C1,Fatal Collisions,2012,2012,09,September,Number,10.0
ROA17C1,Fatal Collisions,2012,2012,10,October,Number,13.0
ROA17C1,Fatal Collisions,2012,2012,11,November,Number,8.0
ROA17C1,Fatal Collisions,2012,2012,12,December,Number,12.0
ROA17C1,Fatal Collisions,2013,2013,-,All months,Number,179.0
ROA17C1,Fatal Collisions,2013,2013,01,January,Number,18.0
ROA17C1,Fatal Collisions,2013,2013,02,February,Number,13.0
ROA17C1,Fatal Collisions,2013,2013,03,March,Number,14.0
ROA17C1,Fatal Collisions,2013,2013,04,April,Number,12.0
ROA17C1,Fatal Collisions,2013,2013,05,May,Number,14.0
ROA17C1,Fatal Collisions,2013,2013,06,June,Number,13.0
ROA17C1,Fatal Collisions,2013,2013,07,July,Number,18.0
ROA17C1,Fatal Collisions,2013,2013,08,August,Number,17.0
ROA17C1,Fatal Collisions,2013,2013,09,September,Number,16.0
ROA17C1,Fatal Collisions,2013,2013,10,October,Number,13.0
ROA17C1,Fatal Collisions,2013,2013,11,November,Number,15.0
ROA17C1,Fatal Collisions,2013,2013,12,December,Number,16.0
ROA17C1,Fatal Collisions,2014,2014,-,All months,Number,178.0
ROA17C1,Fatal Collisions,2014,2014,01,January,Number,15.0
ROA17C1,Fatal Collisions,2014,2014,02,February,Number,13.0
ROA17C1,Fatal Collisions,2014,2014,03,March,Number,14.0
ROA17C1,Fatal Collisions,2014,2014,04,April,Number,13.0
ROA17C1,Fatal Collisions,2014,2014,05,May,Number,18.0
ROA17C1,Fatal Collisions,2014,2014,06,June,Number,14.0
ROA17C1,Fatal Collisions,2014,2014,07,July,Number,16.0
ROA17C1,Fatal Collisions,2014,2014,08,August,Number,14.0
ROA17C1,Fatal Collisions,2014,2014,09,September,Number,11.0
ROA17C1,Fatal Collisions,2014,2014,10,October,Number,15.0
ROA17C1,Fatal Collisions,2014,2014,11,November,Number,18.0
ROA17C1,Fatal Collisions,2014,2014,12,December,Number,17.0
ROA17C1,Fatal Collisions,2015,2015,-,All months,Number,155.0
ROA17C1,Fatal Collisions,2015,2015,01,January,Number,9.0
ROA17C1,Fatal Collisions,2015,2015,02,February,Number,13.0
ROA17C1,Fatal Collisions,2015,2015,03,March,Number,11.0
ROA17C1,Fatal Collisions,2015,2015,04,April,Number,7.0
ROA17C1,Fatal Collisions,2015,2015,05,May,Number,12.0
ROA17C1,Fatal Collisions,2015,2015,06,June,Number,13.0
ROA17C1,Fatal Collisions,2015,2015,07,July,Number,17.0
ROA17C1,Fatal Collisions,2015,2015,08,August,Number,14.0
ROA17C1,Fatal Collisions,2015,2015,09,September,Number,16.0
ROA17C1,Fatal Collisions,2015,2015,10,October,Number,11.0
ROA17C1,Fatal Collisions,2015,2015,11,November,Number,13.0
ROA17C1,Fatal Collisions,2015,2015,12,December,Number,19.0
ROA17C1,Fatal Collisions,2016,2016,-,All months,Number,174.0
ROA17C1,Fatal Collisions,2016,2016,01,January,Number,14.0
ROA17C1,Fatal Collisions,2016,2016,02,February,Number,10.0
ROA17C1,Fatal Collisions,2016,2016,03,March,Number,16.0
ROA17C1,Fatal Collisions,2016,2016,04,April,Number,13.0
ROA17C1,Fatal Collisions,2016,2016,05,May,Number,20.0
ROA17C1,Fatal Collisions,2016,2016,06,June,Number,12.0
ROA17C1,Fatal Collisions,2016,2016,07,July,Number,16.0
ROA17C1,Fatal Collisions,2016,2016,08,August,Number,13.0
ROA17C1,Fatal Collisions,2016,2016,09,September,Number,17.0
ROA17C1,Fatal Collisions,2016,2016,10,October,Number,19.0
ROA17C1,Fatal Collisions,2016,2016,11,November,Number,9.0
ROA17C1,Fatal Collisions,2016,2016,12,December,Number,15.0
ROA17C1,Fatal Collisions,2017,2017,-,All months,Number,140.0
ROA17C1,Fatal Collisions,2017,2017,01,January,Number,14.0
ROA17C1,Fatal Collisions,2017,2017,02,February,Number,10.0
ROA17C1,Fatal Collisions,2017,2017,03,March,Number,19.0
ROA17C1,Fatal Collisions,2017,2017,04,April,Number,6.0
ROA17C1,Fatal Collisions,2017,2017,05,May,Number,8.0
ROA17C1,Fatal Collisions,2017,2017,06,June,Number,13.0
ROA17C1,Fatal Collisions,2017,2017,07,July,Number,14.0
ROA17C1,Fatal Collisions,2017,2017,08,August,Number,10.0
ROA17C1,Fatal Collisions,2017,2017,09,September,Number,10.0
ROA17C1,Fatal Collisions,2017,2017,10,October,Number,11.0
ROA17C1,Fatal Collisions,2017,2017,11,November,Number,13.0
ROA17C1,Fatal Collisions,2017,2017,12,December,Number,12.0
ROA17C1,Fatal Collisions,2018,2018,-,All months,Number,132.0
ROA17C1,Fatal Collisions,2018,2018,01,January,Number,11.0
ROA17C1,Fatal Collisions,2018,2018,02,February,Number,10.0
ROA17C1,Fatal Collisions,2018,2018,03,March,Number,13.0
ROA17C1,Fatal Collisions,2018,2018,04,April,Number,15.0
ROA17C1,Fatal Collisions,2018,2018,05,May,Number,4.0
ROA17C1,Fatal Collisions,2018,2018,06,June,Number,15.0
ROA17C1,Fatal Collisions,2018,2018,07,July,Number,8.0
ROA17C1,Fatal Collisions,2018,2018,08,August,Number,11.0
ROA17C1,Fatal Collisions,2018,2018,09,September,Number,10.0
ROA17C1,Fatal Collisions,2018,2018,10,October,Number,9.0
ROA17C1,Fatal Collisions,2018,2018,11,November,Number,11.0
ROA17C1,Fatal Collisions,2018,2018,12,December,Number,15.0
ROA17C1,Fatal Collisions,2019,2019,-,All months,Number,129.0
ROA17C1,Fatal Collisions,2019,2019,01,January,Number,10.0
ROA17C1,Fatal Collisions,2019,2019,02,February,Number,14.0
ROA17C1,Fatal Collisions,2019,2019,03,March,Number,9.0
ROA17C1,Fatal Collisions,2019,2019,04,April,Number,9.0
ROA17C1,Fatal Collisions,2019,2019,05,May,Number,8.0
ROA17C1,Fatal Collisions,2019,2019,06,June,Number,11.0
ROA17C1,Fatal Collisions,2019,2019,07,July,Number,8.0
ROA17C1,Fatal Collisions,2019,2019,08,August,Number,8.0
ROA17C1,Fatal Collisions,2019,2019,09,September,Number,17.0
ROA17C1,Fatal Collisions,2019,2019,10,October,Number,10.0
ROA17C1,Fatal Collisions,2019,2019,11,November,Number,11.0
ROA17C1,Fatal Collisions,2019,2019,12,December,Number,14.0
ROA17C1,Fatal Collisions,2020,2020,-,All months,Number,136.0
ROA17C1,Fatal Collisions,2020,2020,01,January,Number,8.0
ROA17C1,Fatal Collisions,2020,2020,02,February,Number,16.0
ROA17C1,Fatal Collisions,2020,2020,03,March,Number,18.0
ROA17C1,Fatal Collisions,2020,2020,04,April,Number,7.0
ROA17C1,Fatal Collisions,2020,2020,05,May,Number,6.0
ROA17C1,Fatal Collisions,2020,2020,06,June,Number,10.0
ROA17C1,Fatal Collisions,2020,2020,07,July,Number,9.0
ROA17C1,Fatal Collisions,2020,2020,08,August,Number,13.0
ROA17C1,Fatal Collisions,2020,2020,09,September,Number,17.0
ROA17C1,Fatal Collisions,2020,2020,10,October,Number,13.0
ROA17C1,Fatal Collisions,2020,2020,11,November,Number,11.0
ROA17C1,Fatal Collisions,2020,2020,12,December,Number,8.0
ROA17C1,Fatal Collisions,2021,2021,-,All months,Number,124.0
ROA17C1,Fatal Collisions,2021,2021,01,January,Number,4.0
ROA17C1,Fatal Collisions,2021,2021,02,February,Number,4.0
ROA17C1,Fatal Collisions,2021,2021,03,March,Number,10.0
ROA17C1,Fatal Collisions,2021,2021,04,April,Number,16.0
ROA17C1,Fatal Collisions,2021,2021,05,May,Number,7.0
ROA17C1,Fatal Collisions,2021,2021,06,June,Number,9.0
ROA17C1,Fatal Collisions,2021,2021,07,July,Number,15.0
ROA17C1,Fatal Collisions,2021,2021,08,August,Number,16.0
ROA17C1,Fatal Collisions,2021,2021,09,September,Number,11.0
ROA17C1,Fatal Collisions,2021,2021,10,October,Number,12.0
ROA17C1,Fatal Collisions,2021,2021,11,November,Number,3.0
ROA17C1,Fatal Collisions,2021,2021,12,December,Number,17.0
ROA17C1,Fatal Collisions,2022,2022,-,All months,Number,147.0
ROA17C1,Fatal Collisions,2022,2022,01,January,Number,13.0
ROA17C1,Fatal Collisions,2022,2022,02,February,Number,13.0
ROA17C1,Fatal Collisions,2022,2022,03,March,Number,15.0
ROA17C1,Fatal Collisions,2022,2022,04,April,Number,9.0
ROA17C1,Fatal Collisions,2022,2022,05,May,Number,12.0
ROA17C1,Fatal Collisions,2022,2022,06,June,Number,11.0
ROA17C1,Fatal Collisions,2022,2022,07,July,Number,11.0
ROA17C1,Fatal Collisions,2022,2022,08,August,Number,11.0
ROA17C1,Fatal Collisions,2022,2022,09,September,Number,9.0
ROA17C1,Fatal Collisions,2022,2022,10,October,Number,11.0
ROA17C1,Fatal Collisions,2022,2022,11,November,Number,17.0
ROA17C1,Fatal Collisions,2022,2022,12,December,Number,15.0
ROA17C1,Fatal Collisions,2023,2023,-,All months,Number,168.0
ROA17C1,Fatal Collisions,2023,2023,01,January,Number,16.0
ROA17C1,Fatal Collisions,2023,2023,02,February,Number,10.0
ROA17C1,Fatal Collisions,2023,2023,03,March,Number,11.0
ROA17C1,Fatal Collisions,2023,2023,04,April,Number,9.0
ROA17C1,Fatal Collisions,2023,2023,05,May,Number,20.0
ROA17C1,Fatal Collisions,2023,2023,06,June,Number,10.0
ROA17C1,Fatal Collisions,2023,2023,07,July,Number,15.0
ROA17C1,Fatal Collisions,2023,2023,08,August,Number,21.0
ROA17C1,Fatal Collisions,2023,2023,09,September,Number,9.0
ROA17C1,Fatal Collisions,2023,2023,10,October,Number,22.0
ROA17C1,Fatal Collisions,2023,2023,11,November,Number,12.0
ROA17C1,Fatal Collisions,2023,2023,12,December,Number,13.0
ROA17C2,Injury Collisions,2005,2005,-,All months,Number,6173.0
ROA17C2,Injury Collisions,2005,2005,01,January,Number,442.0
ROA17C2,Injury Collisions,2005,2005,02,February,Number,427.0
ROA17C2,Injury Collisions,2005,2005,03,March,Number,475.0
ROA17C2,Injury Collisions,2005,2005,04,April,Number,509.0
ROA17C2,Injury Collisions,2005,2005,05,May,Number,525.0
ROA17C2,Injury Collisions,2005,2005,06,June,Number,504.0
ROA17C2,Injury Collisions,2005,2005,07,July,Number,534.0
ROA17C2,Injury Collisions,2005,2005,08,August,Number,535.0
ROA17C2,Injury Collisions,2005,2005,09,September,Number,539.0
ROA17C2,Injury Collisions,2005,2005,10,October,Number,566.0
ROA17C2,Injury Collisions,2005,2005,11,November,Number,572.0
ROA17C2,Injury Collisions,2005,2005,12,December,Number,545.0
ROA17C2,Injury Collisions,2006,2006,-,All months,Number,5697.0
ROA17C2,Injury Collisions,2006,2006,01,January,Number,488.0
ROA17C2,Injury Collisions,2006,2006,02,February,Number,380.0
ROA17C2,Injury Collisions,2006,2006,03,March,Number,442.0
ROA17C2,Injury Collisions,2006,2006,04,April,Number,373.0
ROA17C2,Injury Collisions,2006,2006,05,May,Number,462.0
ROA17C2,Injury Collisions,2006,2006,06,June,Number,440.0
ROA17C2,Injury Collisions,2006,2006,07,July,Number,479.0
ROA17C2,Injury Collisions,2006,2006,08,August,Number,506.0
ROA17C2,Injury Collisions,2006,2006,09,September,Number,497.0
ROA17C2,Injury Collisions,2006,2006,10,October,Number,537.0
ROA17C2,Injury Collisions,2006,2006,11,November,Number,514.0
ROA17C2,Injury Collisions,2006,2006,12,December,Number,579.0
ROA17C2,Injury Collisions,2007,2007,-,All months,Number,5158.0
ROA17C2,Injury Collisions,2007,2007,01,January,Number,438.0
ROA17C2,Injury Collisions,2007,2007,02,February,Number,397.0
ROA17C2,Injury Collisions,2007,2007,03,March,Number,438.0
ROA17C2,Injury Collisions,2007,2007,04,April,Number,361.0
ROA17C2,Injury Collisions,2007,2007,05,May,Number,423.0
ROA17C2,Injury Collisions,2007,2007,06,June,Number,420.0
ROA17C2,Injury Collisions,2007,2007,07,July,Number,471.0
ROA17C2,Injury Collisions,2007,2007,08,August,Number,462.0
ROA17C2,Injury Collisions,2007,2007,09,September,Number,430.0
ROA17C2,Injury Collisions,2007,2007,10,October,Number,451.0
ROA17C2,Injury Collisions,2007,2007,11,November,Number,449.0
ROA17C2,Injury Collisions,2007,2007,12,December,Number,418.0
ROA17C2,Injury Collisions,2008,2008,-,All months,Number,6482.0
ROA17C2,Injury Collisions,2008,2008,01,January,Number,544.0
ROA17C2,Injury Collisions,2008,2008,02,February,Number,563.0
ROA17C2,Injury Collisions,2008,2008,03,March,Number,535.0
ROA17C2,Injury Collisions,2008,2008,04,April,Number,518.0
ROA17C2,Injury Collisions,2008,2008,05,May,Number,574.0
ROA17C2,Injury Collisions,2008,2008,06,June,Number,508.0
ROA17C2,Injury Collisions,2008,2008,07,July,Number,501.0
ROA17C2,Injury Collisions,2008,2008,08,August,Number,483.0
ROA17C2,Injury Collisions,2008,2008,09,September,Number,542.0
ROA17C2,Injury Collisions,2008,2008,10,October,Number,558.0
ROA17C2,Injury Collisions,2008,2008,11,November,Number,585.0
ROA17C2,Injury Collisions,2008,2008,12,December,Number,571.0
ROA17C2,Injury Collisions,2009,2009,-,All months,Number,6395.0
ROA17C2,Injury Collisions,2009,2009,01,January,Number,548.0
ROA17C2,Injury Collisions,2009,2009,02,February,Number,421.0
ROA17C2,Injury Collisions,2009,2009,03,March,Number,471.0
ROA17C2,Injury Collisions,2009,2009,04,April,Number,517.0
ROA17C2,Injury Collisions,2009,2009,05,May,Number,558.0
ROA17C2,Injury Collisions,2009,2009,06,June,Number,519.0
ROA17C2,Injury Collisions,2009,2009,07,July,Number,611.0
ROA17C2,Injury Collisions,2009,2009,08,August,Number,572.0
ROA17C2,Injury Collisions,2009,2009,09,September,Number,520.0
ROA17C2,Injury Collisions,2009,2009,10,October,Number,561.0
ROA17C2,Injury Collisions,2009,2009,11,November,Number,561.0
ROA17C2,Injury Collisions,2009,2009,12,December,Number,536.0
ROA17C2,Injury Collisions,2010,2010,-,All months,Number,5595.0
ROA17C2,Injury Collisions,2010,2010,01,January,Number,405.0
ROA17C2,Injury Collisions,2010,2010,02,February,Number,417.0
ROA17C2,Injury Collisions,2010,2010,03,March,Number,474.0
ROA17C2,Injury Collisions,2010,2010,04,April,Number,454.0
ROA17C2,Injury Collisions,2010,2010,05,May,Number,502.0
ROA17C2,Injury Collisions,2010,2010,06,June,Number,463.0
ROA17C2,Injury Collisions,2010,2010,07,July,Number,509.0
ROA17C2,Injury Collisions,2010,2010,08,August,Number,493.0
ROA17C2,Injury Collisions,2010,2010,09,September,Number,520.0
ROA17C2,Injury Collisions,2010,2010,10,October,Number,566.0
ROA17C2,Injury Collisions,2010,2010,11,November,Number,495.0
ROA17C2,Injury Collisions,2010,2010,12,December,Number,297.0
ROA17C2,Injury Collisions,2011,2011,-,All months,Number,5058.0
ROA17C2,Injury Collisions,2011,2011,01,January,Number,411.0
ROA17C2,Injury Collisions,2011,2011,02,February,Number,387.0
ROA17C2,Injury Collisions,2011,2011,03,March,Number,407.0
ROA17C2,Injury Collisions,2011,2011,04,April,Number,373.0
ROA17C2,Injury Collisions,2011,2011,05,May,Number,358.0
ROA17C2,Injury Collisions,2011,2011,06,June,Number,451.0
ROA17C2,Injury Collisions,2011,2011,07,July,Number,444.0
ROA17C2,Injury Collisions,2011,2011,08,August,Number,468.0
ROA17C2,Injury Collisions,2011,2011,09,September,Number,443.0
ROA17C2,Injury Collisions,2011,2011,10,October,Number,468.0
ROA17C2,Injury Collisions,2011,2011,11,November,Number,455.0
ROA17C2,Injury Collisions,2011,2011,12,December,Number,393.0
ROA17C2,Injury Collisions,2012,2012,-,All months,Number,5458.0
ROA17C2,Injury Collisions,2012,2012,01,January,Number,447.0
ROA17C2,Injury Collisions,2012,2012,02,February,Number,396.0
ROA17C2,Injury Collisions,2012,2012,03,March,Number,478.0
ROA17C2,Injury Collisions,2012,2012,04,April,Number,455.0
ROA17C2,Injury Collisions,2012,2012,05,May,Number,442.0
ROA17C2,Injury Collisions,2012,2012,06,June,Number,446.0
ROA17C2,Injury Collisions,2012,2012,07,July,Number,460.0
ROA17C2,Injury Collisions,2012,2012,08,August,Number,464.0
ROA17C2,Injury Collisions,2012,2012,09,September,Number,469.0
ROA17C2,Injury Collisions,2012,2012,10,October,Number,487.0
ROA17C2,Injury Collisions,2012,2012,11,November,Number,468.0
ROA17C2,Injury Collisions,2012,2012,12,December,Number,446.0
ROA17C2,Injury Collisions,2013,2013,-,All months,Number,4797.0
ROA17C2,Injury Collisions,2013,2013,01,January,Number,427.0
ROA17C2,Injury Collisions,2013,2013,02,February,Number,341.0
ROA17C2,Injury Collisions,2013,2013,03,March,Number,349.0
ROA17C2,Injury Collisions,2013,2013,04,April,Number,328.0
ROA17C2,Injury Collisions,2013,2013,05,May,Number,377.0
ROA17C2,Injury Collisions,2013,2013,06,June,Number,408.0
ROA17C2,Injury Collisions,2013,2013,07,July,Number,446.0
ROA17C2,Injury Collisions,2013,2013,08,August,Number,398.0
ROA17C2,Injury Collisions,2013,2013,09,September,Number,419.0
ROA17C2,Injury Collisions,2013,2013,10,October,Number,455.0
ROA17C2,Injury Collisions,2013,2013,11,November,Number,420.0
ROA17C2,Injury Collisions,2013,2013,12,December,Number,429.0
ROA17C2,Injury Collisions,2014,2014,-,All months,Number,5618.0
ROA17C2,Injury Collisions,2014,2014,01,January,Number,430.0
ROA17C2,Injury Collisions,2014,2014,02,February,Number,397.0
ROA17C2,Injury Collisions,2014,2014,03,March,Number,407.0
ROA17C2,Injury Collisions,2014,2014,04,April,Number,443.0
ROA17C2,Injury Collisions,2014,2014,05,May,Number,452.0
ROA17C2,Injury Collisions,2014,2014,06,June,Number,466.0
ROA17C2,Injury Collisions,2014,2014,07,July,Number,470.0
ROA17C2,Injury Collisions,2014,2014,08,August,Number,480.0
ROA17C2,Injury Collisions,2014,2014,09,September,Number,496.0
ROA17C2,Injury Collisions,2014,2014,10,October,Number,504.0
ROA17C2,Injury Collisions,2014,2014,11,November,Number,569.0
ROA17C2,Injury Collisions,2014,2014,12,December,Number,504.0
ROA17C2,Injury Collisions,2015,2015,-,All months,Number,5676.0
ROA17C2,Injury Collisions,2015,2015,01,January,Number,478.0
ROA17C2,Injury Collisions,2015,2015,02,February,Number,417.0
ROA17C2,Injury Collisions,2015,2015,03,March,Number,460.0
ROA17C2,Injury Collisions,2015,2015,04,April,Number,396.0
ROA17C2,Injury Collisions,2015,2015,05,May,Number,488.0
ROA17C2,Injury Collisions,2015,2015,06,June,Number,465.0
ROA17C2,Injury Collisions,2015,2015,07,July,Number,471.0
ROA17C2,Injury Collisions,2015,2015,08,August,Number,470.0
ROA17C2,Injury Collisions,2015,2015,09,September,Number,502.0
ROA17C2,Injury Collisions,2015,2015,10,October,Number,499.0
ROA17C2,Injury Collisions,2015,2015,11,November,Number,502.0
ROA17C2,Injury Collisions,2015,2015,12,December,Number,528.0
ROA17C2,Injury Collisions,2016,2016,-,All months,Number,5717.0
ROA17C2,Injury Collisions,2016,2016,01,January,Number,516.0
ROA17C2,Injury Collisions,2016,2016,02,February,Number,456.0
ROA17C2,Injury Collisions,2016,2016,03,March,Number,415.0
ROA17C2,Injury Collisions,2016,2016,04,April,Number,397.0
ROA17C2,Injury Collisions,2016,2016,05,May,Number,460.0
ROA17C2,Injury Collisions,2016,2016,06,June,Number,475.0
ROA17C2,Injury Collisions,2016,2016,07,July,Number,524.0
ROA17C2,Injury Collisions,2016,2016,08,August,Number,459.0
ROA17C2,Injury Collisions,2016,2016,09,September,Number,527.0
ROA17C2,Injury Collisions,2016,2016,10,October,Number,484.0
ROA17C2,Injury Collisions,2016,2016,11,November,Number,493.0
ROA17C2,Injury Collisions,2016,2016,12,December,Number,511.0
ROA17C2,Injury Collisions,2017,2017,-,All months,Number,5914.0
ROA17C2,Injury Collisions,2017,2017,01,January,Number,449.0
ROA17C2,Injury Collisions,2017,2017,02,February,Number,409.0
ROA17C2,Injury Collisions,2017,2017,03,March,Number,510.0
