STATISTIC,Statistic Label,TLIST(A1),Year,C01885V02316,Month of Year,UNIT,VALUE
ROA17C2,Injury Collisions,2017,2017,04,April,Number,387.0
ROA17C2,Injury Collisions,2017,2017,05,May,Number,522.0
ROA17C2,Injury Collisions,2017,2017,06,June,Number,483.0
ROA17C2,Injury Collisions,2017,2017,07,July,Number,482.0
ROA17C2,Injury Collisions,2017,2017,08,August,Number,475.0
ROA17C2,Injury Collisions,2017,2017,09,September,Number,546.0
ROA17C2,Injury Collisions,2017,2017,10,October,Number,508.0
ROA17C2,Injury Collisions,2017,2017,11,November,Number,597.0
ROA17C2,Injury Collisions,2017,2017,12,December,Number,546.0
ROA17C2,Injury Collisions,2018,2018,-,All months,Number,5974.0
ROA17C2,Injury Collisions,2018,2018,01,January,Number,461.0
ROA17C2,Injury Collisions,2018,2018,02,February,Number,436.0
ROA17C2,Injury Collisions,2018,2018,03,March,Number,428.0
ROA17C2,Injury Collisions,2018,2018,04,April,Number,446.0
ROA17C2,Injury Collisions,2018,2018,05,May,Number,533.0
ROA17C2,Injury Collisions,2018,2018,06,June,Number,521.0
ROA17C2,Injury Collisions,2018,2018,07,July,Number,540.0
ROA17C2,Injury Collisions,2018,2018,08,August,Number,474.0
ROA17C2,Injury Collisions,2018,2018,09,September,Number,508.0
ROA17C2,Injury Collisions,2018,2018,10,October,Number,544.0
ROA17C2,Injury Collisions,2018,2018,11,November,Number,549.0
ROA17C2,Injury Collisions,2018,2018,12,December,Number,534.0
ROA17C2,Injury Collisions,2019,2019,-,All months,Number,5698.0
ROA17C2,Injury Collisions,2019,2019,01,January,Number,493.0
ROA17C2,Injury Collisions,2019,2019,02,February,Number,385.0
ROA17C2,Injury Collisions,2019,2019,03,March,Number,483.0
ROA17C2,Injury Collisions,2019,2019,04,April,Number,391.0
ROA17C2,Injury Collisions,2019,2019,05,May,Number,468.0
ROA17C2,Injury Collisions,2019,2019,06,June,Number,466.0
ROA17C2,Injury Collisions,2019,2019,07,July,Number,504.0
ROA17C2,Injury Collisions,2019,2019,08,August,Number,479.0
ROA17C2,Injury Collisions,2019,2019,09,September,Number,534.0
ROA17C2,Injury Collisions,2019,2019,10,October,Number,509.0
ROA17C2,Injury Collisions,2019,2019,11,November,Number,535.0
ROA17C2,Injury Collisions,2019,2019,12,December,Number,451.0
ROA17C2,Injury Collisions,2020,2020,-,All months,Number,4293.0
ROA17C2,Injury Collisions,2020,2020,01,January,Number,492.0
ROA17C2,Injury Collisions,2020,2020,02,February,Number,433.0
ROA17C2,Injury Collisions,2020,2020,03,March,Number,261.0
ROA17C2,Injury Collisions,2020,2020,04,April,Number,132.0
ROA17C2,Injury Collisions,2020,2020,05,May,Number,227.0
ROA17C2,Injury Collisions,2020,2020,06,June,Number,288.0
ROA17C2,Injury Collisions,2020,2020,07,July,Number,394.0
ROA17C2,Injury Collisions,2020,2020,08,August,Number,404.0
ROA17C2,Injury Collisions,2020,2020,09,September,Number,413.0
ROA17C2,Injury Collisions,2020,2020,10,October,Number,382.0
ROA17C2,Injury Collisions,2020,2020,11,November,Number,383.0
ROA17C2,Injury Collisions,2020,2020,12,December,Number,484.0
ROA17C2,Injury Collisions,2021,2021,-,All months,Number,4789.0
ROA17C2,Injury Collisions,2021,2021,01,January,Number,222.0
ROA17C2,Injury Collisions,2021,2021,02,February,Number,240.0
ROA17C2,Injury Collisions,2021,2021,03,March,Number,292.0
ROA17C2,Injury Collisions,2021,2021,04,April,Number,345.0
ROA17C2,Injury Collisions,2021,2021,05,May,Number,407.0
ROA17C2,Injury Collisions,2021,2021,06,June,Number,443.0
ROA17C2,Injury Collisions,2021,2021,07,July,Number,474.0
ROA17C2,Injury Collisions,2021,2021,08,August,Number,426.0
ROA17C2,Injury Collisions,2021,2021,09,September,Number,507.0
ROA17C2,Injury Collisions,2021,2021,10,October,Number,504.0
ROA17C2,Injury Collisions,2021,2021,11,November,Number,447.0
ROA17C2,Injury Collisions,2021,2021,12,December,Number,482.0
ROA17C2,Injury Collisions,2022,2022,-,All months,Number,5568.0
ROA17C2,Injury Collisions,2022,2022,01,January,Number,387.0
ROA17C2,Injury Collisions,2022,2022,02,February,Number,409.0
ROA17C2,Injury Collisions,2022,2022,03,March,Number,469.0
ROA17C2,Injury Collisions,2022,2022,04,April,Number,429.0
ROA17C2,Injury Collisions,2022,2022,05,May,Number,491.0
ROA17C2,Injury Collisions,2022,2022,06,June,Number,459.0
ROA17C2,Injury Collisions,2022,2022,07,July,Number,461.0
ROA17C2,Injury Collisions,2022,2022,08,August,Number,501.0
ROA17C2,Injury Collisions,2022,2022,09,September,Number,497.0
ROA17C2,Injury Collisions,2022,2022,10,October,Number,512.0
ROA17C2,Injury Collisions,2022,2022,11,November,Number,536.0
ROA17C2,Injury Collisions,2022,2022,12,December,Number,417.0
ROA17C2,Injury Collisions,2023,2023,-,All months,Number,5358.0
ROA17C2,Injury Collisions,2023,2023,01,January,Number,419.0
ROA17C2,Injury Collisions,2023,2023,02,February,Number,374.0
ROA17C2,Injury Collisions,2023,2023,03,March,Number,443.0
ROA17C2,Injury Collisions,2023,2023,04,April,Number,406.0
ROA17C2,Injury Collisions,2023,2023,05,May,Number,498.0
ROA17C2,Injury Collisions,2023,2023,06,June,Number,468.0
ROA17C2,Injury Collisions,2023,2023,07,July,Number,457.0
ROA17C2,Injury Collisions,2023,2023,08,August,Number,446.0
ROA17C2,Injury Collisions,2023,2023,09,September,Number,470.0
ROA17C2,Injury Collisions,2023,2023,10,October,Number,460.0
ROA17C2,Injury Collisions,2023,2023,11,November,Number,467.0
ROA17C2,Injury Collisions,2023,2023,12,December,Number,450.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,-,All months,Number,6533.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,01,January,Number,473.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,02,February,Number,461.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,03,March,Number,498.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,04,April,Number,529.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,05,May,Number,561.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,06,June,Number,524.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,07,July,Number,572.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,08,August,Number,558.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,09,September,Number,568.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,10,October,Number,604.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,11,November,Number,603.0
ROA17C3,All Fatal and Injury Collisions,2005,2005,12,December,Number,582.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,-,All months,Number,6018.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,01,January,Number,522.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,02,February,Number,406.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,03,March,Number,467.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,04,April,Number,402.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,05,May,Number,487.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,06,June,Number,471.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,07,July,Number,512.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,08,August,Number,523.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,09,September,Number,518.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,10,October,Number,562.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,11,November,Number,538.0
ROA17C3,All Fatal and Injury Collisions,2006,2006,12,December,Number,610.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,-,All months,Number,5467.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,01,January,Number,459.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,02,February,Number,421.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,03,March,Number,470.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,04,April,Number,386.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,05,May,Number,442.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,06,June,Number,448.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,07,July,Number,501.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,08,August,Number,486.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,09,September,Number,456.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,10,October,Number,475.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,11,November,Number,469.0
ROA17C3,All Fatal and Injury Collisions,2007,2007,12,December,Number,454.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,-,All months,Number,6736.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,01,January,Number,569.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,02,February,Number,590.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,03,March,Number,553.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,04,April,Number,537.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,05,May,Number,590.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,06,June,Number,531.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,07,July,Number,525.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,08,August,Number,508.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,09,September,Number,561.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,10,October,Number,579.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,11,November,Number,605.0
ROA17C3,All Fatal and Injury Collisions,2008,2008,12,December,Number,588.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,-,All months,Number,6615.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,01,January,Number,565.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,02,February,Number,433.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,03,March,Number,493.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,04,April,Number,536.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,05,May,Number,583.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,06,June,Number,534.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,07,July,Number,628.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,08,August,Number,591.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,09,September,Number,534.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,10,October,Number,582.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,11,November,Number,582.0
ROA17C3,All Fatal and Injury Collisions,2009,2009,12,December,Number,554.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,-,All months,Number,5780.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,01,January,Number,419.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,02,February,Number,431.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,03,March,Number,486.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,04,April,Number,471.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,05,May,Number,527.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,06,June,Number,474.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,07,July,Number,522.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,08,August,Number,508.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,09,September,Number,531.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,10,October,Number,600.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,11,November,Number,508.0
ROA17C3,All Fatal and Injury Collisions,2010,2010,12,December,Number,303.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,-,All months,Number,5230.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,01,January,Number,427.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,02,February,Number,405.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,03,March,Number,421.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,04,April,Number,381.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,05,May,Number,368.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,06,June,Number,465.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,07,July,Number,461.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,08,August,Number,482.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,09,September,Number,456.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,10,October,Number,482.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,11,November,Number,473.0
ROA17C3,All Fatal and Injury Collisions,2011,2011,12,December,Number,409.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,-,All months,Number,5610.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,01,January,Number,457.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,02,February,Number,409.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,03,March,Number,489.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,04,April,Number,471.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,05,May,Number,454.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,06,June,Number,470.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,07,July,Number,475.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,08,August,Number,472.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,09,September,Number,479.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,10,October,Number,500.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,11,November,Number,476.0
ROA17C3,All Fatal and Injury Collisions,2012,2012,12,December,Number,458.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,-,All months,Number,4976.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,01,January,Number,445.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,02,February,Number,354.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,03,March,Number,363.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,04,April,Number,340.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,05,May,Number,391.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,06,June,Number,421.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,07,July,Number,464.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,08,August,Number,415.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,09,September,Number,435.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,10,October,Number,468.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,11,November,Number,435.0
ROA17C3,All Fatal and Injury Collisions,2013,2013,12,December,Number,445.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,-,All months,Number,5796.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,01,January,Number,445.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,02,February,Number,410.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,03,March,Number,421.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,04,April,Number,456.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,05,May,Number,470.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,06,June,Number,480.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,07,July,Number,486.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,08,August,Number,494.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,09,September,Number,507.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,10,October,Number,519.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,11,November,Number,587.0
ROA17C3,All Fatal and Injury Collisions,2014,2014,12,December,Number,521.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,-,All months,Number,5831.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,01,January,Number,487.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,02,February,Number,430.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,03,March,Number,471.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,04,April,Number,403.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,05,May,Number,500.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,06,June,Number,478.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,07,July,Number,488.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,08,August,Number,484.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,09,September,Number,518.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,10,October,Number,510.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,11,November,Number,515.0
ROA17C3,All Fatal and Injury Collisions,2015,2015,12,December,Number,547.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,-,All months,Number,5891.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,01,January,Number,530.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,02,February,Number,466.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,03,March,Number,431.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,04,April,Number,410.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,05,May,Number,480.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,06,June,Number,487.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,07,July,Number,540.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,08,August,Number,472.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,09,September,Number,544.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,10,October,Number,503.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,11,November,Number,502.0
ROA17C3,All Fatal and Injury Collisions,2016,2016,12,December,Number,526.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,-,All months,Number,6054.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,01,January,Number,463.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,02,February,Number,419.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,03,March,Number,529.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,04,April,Number,393.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,05,May,Number,530.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,06,June,Number,496.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,07,July,Number,496.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,08,August,Number,485.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,09,September,Number,556.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,10,October,Number,519.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,11,November,Number,610.0
ROA17C3,All Fatal and Injury Collisions,2017,2017,12,December,Number,558.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,-,All months,Number,6106.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,01,January,Number,472.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,02,February,Number,446.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,03,March,Number,441.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,04,April,Number,461.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,05,May,Number,537.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,06,June,Number,536.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,07,July,Number,548.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,08,August,Number,485.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,09,September,Number,518.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,10,October,Number,553.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,11,November,Number,560.0
ROA17C3,All Fatal and Injury Collisions,2018,2018,12,December,Number,549.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,-,All months,Number,5827.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,01,January,Number,503.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,02,February,Number,399.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,03,March,Number,492.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,04,April,Number,400.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,05,May,Number,476.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,06,June,Number,477.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,07,July,Number,512.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,08,August,Number,487.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,09,September,Number,551.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,10,October,Number,519.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,11,November,Number,546.0
ROA17C3,All Fatal and Injury Collisions,2019,2019,12,December,Number,465.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,-,All months,Number,4429.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,01,January,Number,500.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,02,February,Number,449.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,03,March,Number,279.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,04,April,Number,139.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,05,May,Number,233.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,06,June,Number,298.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,07,July,Number,403.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,08,August,Number,417.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,09,September,Number,430.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,10,October,Number,395.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,11,November,Number,394.0
ROA17C3,All Fatal and Injury Collisions,2020,2020,12,December,Number,492.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,-,All months,Number,4913.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,01,January,Number,226.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,02,February,Number,244.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,03,March,Number,302.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,04,April,Number,361.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,05,May,Number,414.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,06,June,Number,452.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,07,July,Number,489.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,08,August,Number,442.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,09,September,Number,518.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,10,October,Number,516.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,11,November,Number,450.0
ROA17C3,All Fatal and Injury Collisions,2021,2021,12,December,Number,499.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,-,All months,Number,5715.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,01,January,Number,400.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,02,February,Number,422.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,03,March,Number,484.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,04,April,Number,438.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,05,May,Number,503.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,06,June,Number,470.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,07,July,Number,472.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,08,August,Number,512.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,09,September,Number,506.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,10,October,Number,523.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,11,November,Number,553.0
ROA17C3,All Fatal and Injury Collisions,2022,2022,12,December,Number,432.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,-,All months,Number,5526.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,01,January,Number,435.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,02,February,Number,384.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,03,March,Number,454.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,04,April,Number,415.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,05,May,Number,518.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,06,June,Number,478.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,07,July,Number,472.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,08,August,Number,467.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,09,September,Number,479.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,10,October,Number,482.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,11,November,Number,479.0
ROA17C3,All Fatal and Injury Collisions,2023,2023,12,December,Number,463.0
ROA17C4,Killed Casualties,2005,2005,-,All months,Number,396.0
ROA17C4,Killed Casualties,2005,2005,01,January,Number,33.0
ROA17C4,Killed Casualties,2005,2005,02,February,Number,37.0
ROA17C4,Killed Casualties,2005,2005,03,March,Number,26.0
ROA17C4,Killed Casualties,2005,2005,04,April,Number,23.0
ROA17C4,Killed Casualties,2005,2005,05,May,Number,41.0
ROA17C4,Killed Casualties,2005,2005,06,June,Number,22.0
